Локальный идентификатор;Наименование;Долгота в WGS-84;Широта в WGS-84;Станция метрополитена;Линия;Режим работы по чётным дням;Режим работы по нечётным дням;Количество полнофункциональных БПА (все типы билетов);Количество малофункциональных БПА (билеты на 1 и 2 поездки);Общее количество БПА;Ремонт эскалаторов;global_id;Геоданные
695;Преображенская площадь, вход-выход 1 в южный вестибюль;37.7138546;55.7963262;Преображенская площадь;Сокольническая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:34:20, по 2 пути в 05:48:30; последний поезд по 1 пути в 01:09:35, по 2 пути в 01:48:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:34:10, по 2 пути в 05:44:10; последний поезд по 1 пути в 01:09:35, по 2 пути в 01:48:30";;5;5;;1774311;{type=Point, coordinates=[37.7138546306249, 55.7963258319613]}
696;Преображенская площадь, вход-выход 2 в южный вестибюль;37.7135247;55.7962682;Преображенская площадь;Сокольническая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:34:20, по 2 пути в 05:48:30; последний поезд по 1 пути в 01:09:35, по 2 пути в 01:48:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:34:10, по 2 пути в 05:44:10; последний поезд по 1 пути в 01:09:35, по 2 пути в 01:48:30";;5;5;;1774312;{type=Point, coordinates=[37.7135247306253, 55.7962678319208]}
397;Белорусская, вход-выход 2 в восточный (новый) вестибюль;37.58613;55.777624;Белорусская;Кольцевая линия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:34:15, по 2 пути в 05:52:45; последний поезд по 1 пути в 01:20:45, по 2 пути в 01:40:05";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:20, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:27:30, по 2 пути в 01:22:15";;7;7;;1774313;{type=Point, coordinates=[37.5861300307659, 55.7776236319171]}
399;Добрынинская, выход из вестибюля;37.6227317;55.7289465;Добрынинская;Кольцевая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:05, по 2 пути в 05:44:25; последний поезд по 1 пути в 01:38:00, по 2 пути в 01:22:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:05, по 2 пути в 05:44:05; последний поезд по 1 пути в 01:45:00, по 2 пути в 01:28:45";;;;;1774314;{type=Point, coordinates=[37.6227317304754, 55.728946131328]}
402;Комсомольская, вход 1 с Ярославского вокзала;37.6570166;55.7775029;Комсомольская;Кольцевая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:20, по 2 пути в 05:44:35; последний поезд по 1 пути в 01:27:30, по 2 пути в 01:31:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:25, по 2 пути в 05:45:50; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:38:40";;8;8;;1774315;{type=Point, coordinates=[37.6570166308056, 55.7775025318823]}
405;Комсомольская, выход из вестибюля;37.6562598;55.7762417;Комсомольская;Кольцевая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:20, по 2 пути в 05:44:35; последний поезд по 1 пути в 01:27:30, по 2 пути в 01:31:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:25, по 2 пути в 05:45:50; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:38:40";;;;;1774316;{type=Point, coordinates=[37.6562598307196, 55.7762413318365]}
410;Комсомольская, вход 7 в вестибюль;37.6565984;55.7750909;Комсомольская;Кольцевая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:20, по 2 пути в 05:44:35; последний поезд по 1 пути в 01:27:30, по 2 пути в 01:31:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:25, по 2 пути в 05:45:50; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:38:40";;8;8;;1774317;{type=Point, coordinates=[37.6565984309002, 55.7750905319379]}
412;Краснопресненская, выход из вестибюля;37.5771948;55.7602789;Краснопресненская;Кольцевая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:40, по 2 пути в 05:53:30; последний поезд по 1 пути в 01:15:00, по 2 пути в 01:12:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:15, по 2 пути в 05:42:20; последний поезд по 1 пути в 01:28:30, по 2 пути в 01:19:00";;;;;1774318;{type=Point, coordinates=[37.577194830893, 55.7602785315616]}
413;Парк культуры, вход в вестибюль;37.5933011;55.7350748;Парк культуры;Кольцевая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:30, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:19:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:45, по 2 пути в 05:39:55; последний поезд по 1 пути в 01:32:30, по 2 пути в 01:25:10";;3;3;;1774319;{type=Point, coordinates=[37.5933011306499, 55.7350744313351]}
414;Парк культуры, выход из вестибюля;37.5931558;55.7353431;Парк культуры;Кольцевая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:30, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:19:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:45, по 2 пути в 05:39:55; последний поезд по 1 пути в 01:32:30, по 2 пути в 01:25:10";;;;;1774320;{type=Point, coordinates=[37.5931558308488, 55.7353427316192]}
849;Фили, выход 3 из восточного вестибюля;37.515807;55.745419;Фили;Филёвская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:45, по 2 пути в 05:39:45; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:12:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:45, по 2 пути в 05:37:30; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:12:30";;;;;1774322;{type=Point, coordinates=[37.5158070301516, 55.7454186318573]}
851;Фили, выход 1 из западного вестибюля;37.513817;55.746817;Фили;Филёвская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:45, по 2 пути в 05:39:45; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:12:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:45, по 2 пути в 05:37:30; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:12:30";;;;;1774323;{type=Point, coordinates=[37.5138170309837, 55.7468166317111]}
852;Фили, выход 2 из западного вестибюля;37.51408;55.746908;Фили;Филёвская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:45, по 2 пути в 05:39:45; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:12:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:45, по 2 пути в 05:37:30; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:12:30";;;;;1774324;{type=Point, coordinates=[37.5140800307429, 55.7469076316351]}
854;Смоленская, выход 2 из вестибюля;37.5818407;55.7490401;Смоленская;Филёвская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции «Международная» в 06:00:20, в сторону станции «Кунцевская» в 05:48:45, по 2 пути в 05:48:10; последний поезд по 1 пути в сторону станции «Международная» в 01:11:50, в сторону станции «Кунцевская» в 01:06:50, по 2 пути в 01:21:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции «Международная» в 06:00:15, в сторону станции «Кунцевская» в 05:46:30, по 2 пути в 05:48:25; последний поезд по 1 пути в сторону станции «Международная» в 01:11:50, в сторону станции «Кунцевская» в 01:06:50, по 2 пути в 01:22:10";;;;;1774325;{type=Point, coordinates=[37.5818407306522, 55.7490397316564]}
858;Александровский сад, вход-выход 3 в подземный вестибюль (к кассам);37.611553;55.7522387;Александровский сад;Филёвская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Кунцевская» в 05:44:30, в сторону станции метро «Международная» в 05:56:30; последний поезд по 1 пути в сторону станции метро «Кунцевская» в 01:03:00, в сторону станции метро «Международная» в 01:08:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Кунцевская» в 06:00:30, в сторону станции метро «Международная» в 05:56:00; последний поезд по 1 пути в сторону станции метро «Кунцевская» в 01:03:00, в сторону станции метро «Международная» в 01:08:00";;3;3;;1774326;{type=Point, coordinates=[37.6115530304875, 55.752238331355]}
862;Арбатская, выход из вестибюля;37.6014064;55.7521403;Арбатская;Филёвская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции «Международная» в 05:58:10, в сторону станции «Кунцевская» в 05:46:25, по 2 пути в 05:50:05; последний поезд по 1 пути в сторону станции «Международная» в 01:12:10, в сторону станции «Кунцевская» в 01:04:40, по 2 пути в 01:25:20";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Международная» в 05:57:55, в сторону станции метро «Кунцевская» в 06:02:10, по 2 пути в 05:50:45; последний поезд по 1 пути в сторону станции метро «Международная» в 01:11:40, в сторону станции метро «Кунцевская» в 01:04:40, по 2 пути в 01:25:20";;;;;1774327;{type=Point, coordinates=[37.6014064309332, 55.7521399315197]}
870;Выставочная, вход-выход 1 в вестибюль со стороны моста Багратион;37.543971;55.748092;Выставочная;Филёвская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:08:10, по 2 пути в 05:56:45; последний поезд по 1 пути в 01:18:45, по 2 пути в 01:06:50";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:40, по 2 пути в 05:47:15; последний поезд по 1 пути в 01:18:45, по 2 пути в 01:06:50";;2;2;;1774328;{type=Point, coordinates=[37.5439710306793, 55.7480916316166]}
873;Выставочная, выход 2 в вестибюль со стороны Экспоцентра;37.542796;55.750071;Выставочная;Филёвская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:08:10, по 2 пути в 05:56:45; последний поезд по 1 пути в 01:18:45, по 2 пути в 01:06:50";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:40, по 2 пути в 05:47:15; последний поезд по 1 пути в 01:18:45, по 2 пути в 01:06:50";;6;6;;1774329;{type=Point, coordinates=[37.5427960307105, 55.7500706316478]}
154;Автозаводская, вход в южный вестибюль;37.6573197;55.7064354;Автозаводская;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:43:35; последний поезд по 1 пути в 01:31:25, по 2 пути в 01:25:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:43:35; последний поезд по 1 пути в 01:31:25, по 2 пути в 01:34:15";;4;4;;1774330;{type=Point, coordinates=[37.6573197303204, 55.7064350313762]}
197;Алма-Атинская, выход из южного вестибюля;37.7654095;55.6335934;Алма-Атинская;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:30, по 2 пути в 05:45:45; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:00, по 2 пути в 05:53:35; последний поезд по 1 пути в 01:03:00, по 2 пути в 02:02:30";;;;;1774331;{type=Point, coordinates=[37.7654095301205, 55.6335930305902]}
614;Алтуфьево, вход-выход 3 в северный вестибюль;37.5864266;55.8992238;Алтуфьево;Серпуховско-Тимирязевская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:03:15; последний поезд по 2 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:41:05; последний поезд по 2 пути в 01:03:00";;5;5;;1774332;{type=Point, coordinates=[37.5864266313579, 55.8992234325646]}
608;Алтуфьево, вход-выход 1 в южный вестибюль;37.5865178;55.8967211;Алтуфьево;Серпуховско-Тимирязевская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:03:15; последний поезд по 2 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:41:05; последний поезд по 2 пути в 01:03:00";;6;6;;1774333;{type=Point, coordinates=[37.5865178310151, 55.8967207327026]}
610;Алтуфьево, вход-выход 3 в южный вестибюль;37.5877138;55.8970019;Алтуфьево;Серпуховско-Тимирязевская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:03:15; последний поезд по 2 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:41:05; последний поезд по 2 пути в 01:03:00";;6;6;;1774334;{type=Point, coordinates=[37.5877138309116, 55.8970015324883]}
613;Алтуфьево, вход-выход 2 в северный вестибюль;37.5878484;55.898762;Алтуфьево;Серпуховско-Тимирязевская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:03:15; последний поезд по 2 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:41:05; последний поезд по 2 пути в 01:03:00";;5;5;;1774335;{type=Point, coordinates=[37.5878484308834, 55.8987616326301]}
505;Аннино, вход-выход 1 в северный вестибюль;37.5966171;55.5838306;Аннино;Серпуховско-Тимирязевская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:10, по 2 пути в 05:46:10; последний поезд по 1 пути в 01:05:40, по 2 пути в 01:58:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 05:50:10; последний поезд по 1 пути в 01:05:40, по 2 пути в 01:58:10";;5;5;;1774336;{type=Point, coordinates=[37.596617130058, 55.5838302306202]}
856;Александровский сад, вход-выход 1 в подземный вестибюль;37.610305;55.7519886;Александровский сад;Филёвская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Кунцевская» в 05:44:30, в сторону станции метро «Международная» в 05:56:30; последний поезд по 1 пути в сторону станции метро «Кунцевская» в 01:03:00, в сторону станции метро «Международная» в 01:08:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Кунцевская» в 06:00:30, в сторону станции метро «Международная» в 05:56:00; последний поезд по 1 пути в сторону станции метро «Кунцевская» в 01:03:00, в сторону станции метро «Международная» в 01:08:00";;3;3;;1774337;{type=Point, coordinates=[37.610305030712, 55.7519882317755]}
860;Александровский сад, вход-выход 5 в подземный вестибюль (в Александровский сад);37.6123922;55.7518779;Александровский сад;Филёвская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Кунцевская» в 05:44:30, в сторону станции метро «Международная» в 05:56:30; последний поезд по 1 пути в сторону станции метро «Кунцевская» в 01:03:00, в сторону станции метро «Международная» в 01:08:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Кунцевская» в 06:00:30, в сторону станции метро «Международная» в 05:56:00; последний поезд по 1 пути в сторону станции метро «Кунцевская» в 01:03:00, в сторону станции метро «Международная» в 01:08:00";;3;3;;1774338;{type=Point, coordinates=[37.6123922303338, 55.7518775317296]}
859;Александровский сад, вход-выход 4 в подземный вестибюль;37.6106381;55.7525264;Александровский сад;Филёвская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Кунцевская» в 05:44:30, в сторону станции метро «Международная» в 05:56:30; последний поезд по 1 пути в сторону станции метро «Кунцевская» в 01:03:00, в сторону станции метро «Международная» в 01:08:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Кунцевская» в 06:00:30, в сторону станции метро «Международная» в 05:56:00; последний поезд по 1 пути в сторону станции метро «Кунцевская» в 01:03:00, в сторону станции метро «Международная» в 01:08:00";;3;3;;1774339;{type=Point, coordinates=[37.6106381305108, 55.7525260316783]}
346;Алексеевская, вход в вестибюль;37.6385402;55.8079292;Алексеевская;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:15, по 2 пути в 05:38:10; последний поезд по 1 пути в 01:47:05, по 2 пути в 01:16:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:25, по 2 пути в 05:38:55; последний поезд по 1 пути в 01:47:05, по 2 пути в 01:16:40";;5;5;22.10.2016-24.10.2016;1774340;{type=Point, coordinates=[37.6385402308253, 55.8079288316764]}
504;Аннино, вход-выход в южный вестибюль;37.5962094;55.5814637;Аннино;Серпуховско-Тимирязевская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:10, по 2 пути в 05:46:10; последний поезд по 1 пути в 01:05:40, по 2 пути в 01:58:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 05:50:10; последний поезд по 1 пути в 01:05:40, по 2 пути в 01:58:10";;1;1;;1774341;{type=Point, coordinates=[37.5962094305613, 55.5814633304509]}
62;Арбатская (Арбатско-Покровская линия), вход-выход в вестибюль;37.603279;55.752386;Арбатская;Арбатско-Покровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:35, по 2 пути в 05:43:35; последний поезд по 1 пути в 01:27:00, по 2 пути в 01:42:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:10, по 2 пути в 05:44:35; последний поезд по 1 пути в 01:27:00, по 2 пути в 01:42:00";;5;5;;1774342;{type=Point, coordinates=[37.6032790302217, 55.7523856313762]}
861;Арбатская, вход 2 в вестибюль;37.6016349;55.7521203;Арбатская;Филёвская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Международная» в 05:58:10, в сторону станции метро «Кунцевская» в 05:46:25, по 2 пути в 05:50:05; последний поезд по 1 пути в сторону станции метро «Международная» в 01:12:10, в сторону станции метро «Кунцевская» в 01:04:40, по 2 пути в 01:25:20";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в сторону станции метро «Международная» в 05:58:10, в сторону станции метро «Кунцевская» в 05:46:25, по 2 пути в 05:50:05; последний поезд по 1 пути в сторону станции метро «Международная» в 01:11:40, в сторону станции метро «Кунцевская» в 01:04:40, по 2 пути в 01:25:20";;4;4;;1774343;{type=Point, coordinates=[37.6016349308996, 55.7521199315088]}
123;Аэропорт, вход-выход 4 в северный вестибюль;37.53058;55.80044;Аэропорт;Замоскворецкая линия;"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:20, по 2 пути в 05:30:35; последний поезд по 1 пути в 01:51:55, по 2 пути в 01:49:55";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:20, по 2 пути в 05:30:35; последний поезд по 1 пути в 01:51:55, по 2 пути в 01:13:25";;4;4;;1774344;{type=Point, coordinates=[37.5305800309375, 55.8004396318756]}
121;Аэропорт, вход 1 в северный вестибюль;37.5319322;55.8010499;Аэропорт;Замоскворецкая линия;"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:20, по 2 пути в 05:30:35; последний поезд по 1 пути в 01:51:55, по 2 пути в 01:49:55";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:20, по 2 пути в 05:30:35; последний поезд по 1 пути в 01:51:55, по 2 пути в 01:13:25";;4;4;;1774345;{type=Point, coordinates=[37.5319322307852, 55.8010495319374]}
119;Аэропорт, вход в южный вестибюль;37.5343722;55.799983;Аэропорт;Замоскворецкая линия;"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:20, по 2 пути в 05:30:35; последний поезд по 1 пути в 01:51:55, по 2 пути в 01:49:55";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:20, по 2 пути в 05:30:35; последний поезд по 1 пути в 01:51:55, по 2 пути в 01:13:25";;3;3;;1774346;{type=Point, coordinates=[37.5343722302397, 55.7999826320177]}
124;Аэропорт, вход-выход 3 в северный вестибюль;37.5318511;55.8013396;Аэропорт;Замоскворецкая линия;"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:20, по 2 пути в 05:30:35; последний поезд по 1 пути в 01:51:55, по 2 пути в 01:49:55";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:20, по 2 пути в 05:30:35; последний поезд по 1 пути в 01:51:55, по 2 пути в 01:13:25";;4;4;;1774347;{type=Point, coordinates=[37.5318511308829, 55.8013392321053]}
364;Бабушкинская, вход-выход 1 в южный вестибюль;37.6633714;55.868764;Бабушкинская;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:06:40, по 2 пути в 05:42:55; последний поезд по 1 пути в 01:57:55, по 2 пути в 01:05:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:50, по 2 пути в 05:42:55; последний поезд по 1 пути в 01:57:55, по 2 пути в 01:05:45";;4;4;;1774348;{type=Point, coordinates=[37.6633714309855, 55.8687636321406]}
366;Бабушкинская, вход-выход 1 в северный вестибюль;37.6642327;55.8704586;Бабушкинская;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:06:40, по 2 пути в 05:42:55; последний поезд по 1 пути в 01:57:55, по 2 пути в 01:05:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:50, по 2 пути в 05:42:55; последний поезд по 1 пути в 01:57:55, по 2 пути в 01:05:45";;4;4;;1774349;{type=Point, coordinates=[37.6642327311908, 55.8704582323678]}
368;Бабушкинская, вход-выход 3 в северный вестибюль;37.6650695;55.870296;Бабушкинская;Калужско-Рижская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:06:40, по 2 пути в 05:42:55; последний поезд по 1 пути в 01:57:55, по 2 пути в 01:05:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:50, по 2 пути в 05:42:55; последний поезд по 1 пути в 01:57:55, по 2 пути в 01:05:45";;4;4;;1774350;{type=Point, coordinates=[37.6650695307412, 55.8702956320562]}
845;Багратионовская, вход-выход в западный вестибюль;37.497393;55.74366;Багратионовская;Филёвская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 06:00:15; последний поезд по 1 пути в 01:19:45, по 2 пути в 01:10:05";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 06:00:15; последний поезд по 1 пути в 01:19:45, по 2 пути в 01:10:05";;3;3;;1774351;{type=Point, coordinates=[37.4973930312441, 55.7436596314594]}
846;Багратионовская, вход-выход в восточный вестибюль;37.498136;55.743873;Багратионовская;Филёвская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 06:00:15; последний поезд по 1 пути в 01:19:45, по 2 пути в 01:10:05";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 06:00:15; последний поезд по 1 пути в 01:19:45, по 2 пути в 01:10:05";;4;4;;1774352;{type=Point, coordinates=[37.4981360311664, 55.7438726314019]}
777;Баррикадная, вход в вестибюль;37.581254;55.760671;Баррикадная;Таганско-Краснопресненская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:25, по 2 пути в 06:03:05; последний поезд по 1 пути в 01:26:20, по 2 пути в 01:39:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:05:20, по 2 пути в 06:00:40; последний поезд по 1 пути в 01:26:20, по 2 пути в 01:39:45";;3;3;;1774353;{type=Point, coordinates=[37.5812540310843, 55.7606706315838]}
156;Автозаводская, вход-выход 1 в северный вестибюль;37.6573731;55.7085971;Автозаводская;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:43:35; последний поезд по 1 пути в 01:31:25, по 2 пути в 01:25:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:43:35; последний поезд по 1 пути в 01:31:25, по 2 пути в 01:34:15";;3;3;;1774354;{type=Point, coordinates=[37.6573731306768, 55.7085967314552]}
157;Автозаводская, вход-выход 2 в северный вестибюль;37.6582104;55.7084422;Автозаводская;Замоскворецкая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:43:35; последний поезд по 1 пути в 01:31:25, по 2 пути в 01:25:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:43:35; последний поезд по 1 пути в 01:31:25, по 2 пути в 01:34:15";;3;3;;1774355;{type=Point, coordinates=[37.6582104305892, 55.7084418313037]}
300;Академическая, вход-выход 1 в южный вестибюль;37.572374;55.6871598;Академическая;Калужско-Рижская линия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:30, по 2 пути в 06:03:55; последний поезд по 1 пути в 01:22:05, по 2 пути в 01:41:10";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 06:04:40; последний поезд по 1 пути в 01:22:24, по 2 пути в 01:41:10";;1;1;;1774356;{type=Point, coordinates=[37.5723740307728, 55.6871594310741]}
302;Академическая, вход-выход 3 в южный вестибюль;37.5730611;55.6869507;Академическая;Калужско-Рижская линия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:30, по 2 пути в 06:03:55; последний поезд по 1 пути в 01:22:05, по 2 пути в 01:41:10";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 06:04:40; последний поезд по 1 пути в 01:22:24, по 2 пути в 01:41:10";;1;1;;1774357;{type=Point, coordinates=[37.5730611305711, 55.6869503313007]}
304;Академическая, вход-выход 1 в северный вестибюль;37.5739375;55.6886305;Академическая;Калужско-Рижская линия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:30, по 2 пути в 06:03:55; последний поезд по 1 пути в 01:22:05, по 2 пути в 01:41:10";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 06:04:40; последний поезд по 1 пути в 01:22:24, по 2 пути в 01:41:10";;3;3;;1774358;{type=Point, coordinates=[37.5739375305559, 55.688630131167]}
307;Академическая, вход-выход 4 в северный вестибюль;37.5745675;55.6883706;Академическая;Калужско-Рижская линия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:30, по 2 пути в 06:03:55; последний поезд по 1 пути в 01:22:05, по 2 пути в 01:41:10";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 06:04:40; последний поезд по 1 пути в 01:22:24, по 2 пути в 01:41:10";;3;3;;1774359;{type=Point, coordinates=[37.5745675307399, 55.688370231175]}
